product_code,product_name,category,f_sku,spec_code_size,unit
10.L1.6060.5616.3,Gạch 60x60 MS 5616 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
14.L1.3060.US36LG904,Gạch 30x60 Mỏng MS US36LG904 Loại 1,F_Bộ,US36CG804-US36LG904D-US36LG904,3060M,Viên
15.L1.3060.2811.5,Gạch 30x60 MS 2811 Loại 1,F_Bộ,2811-2812-2813,3060,Viên
14.L1.4080.48821,Gạch 40x80 MS 48821 Loại 1,F_Bộ,48821 - 48921D - 48921,4080A,Viên
14.L1.4080.48921D.1,Gạch 40x80 MS 48921D Loại 1,F_Bộ,48821 - 48921D - 48921,4080A,Viên
10.L1.3060.5744.2,Gạch 30x60 MS 5744 Loại 1,F_Bộ,5744-5745-5746,3060,Viên
10.L1.3060.5745.2,Gạch 30x60 MS 5745 Loại 1,F_Bộ,5744-5745-5746,3060,Viên
10.L1.8080.5899.5,Gạch 80x80 MS 5899 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
14.L1.8080.88182002.1,Gạch 80x80 MS 88182002 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
03.L1.3060.7349.4,Gạch 30x60 MS 7349 Loại 1,F_Bộ,7347-7348-7349,3060,Viên
10.L1.3060.5743.3,Gạch 30x60 MS 5743 Loại 1,F_Bộ,5741-5742-5743,3060,Viên
10.L2.3060.5777,Gạch 30x60 MS 5777 Loại 2,F_Bộ,5777-5778-5779,3060,Viên
10.L2.3060.5778,Gạch 30x60 MS 5778 Loại 2,F_Bộ,5777-5778-5779,3060,Viên
10.L2.6060.5167,Gạch 60x60 MS 5167 loại 2,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L2.6060.5618,Gạch 60x60 MS 5618 loại 2,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.6060.5621.6,Gạch 60x60 MS 5621 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.3060.7831.6,Gạch 30x60 MS 7831 Loại 1,F_Bộ,7831-7832-7833,3060,Viên
12.L1.2040.2401.5,Gạch 20x40 MS 2401 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
14.L1.3060.US36LB907D,Gạch 30x60 Mỏng MS US36LB907D Loại 1,F_Bộ,US36CW807-US36LB907D-US36LB907,3060M,Viên
10.L1.3060.5787.7,Gạch 30x60 MS 5787 Loại 1,F_Bộ,5787-5788-5789,3060,Viên
12.L1.3030.3006.2,Gạch 30x30 MS 3006 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
14.L1.3060.A36810D.5,Gạch 30x60 MS A36810D Loại 1,F_Bộ,36910-36810D-36810,3060,Viên
10.L1.3030.5261.8,Gạch 30x30 MS 5261 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
10.L1.4080.9967.5,Gạch 40x80 MS 9967 Loại 1,F_Bộ,9967-9968-9969,4080,Viên
10.L1.4080.9968.5,Gạch 40x80 MS 9968 Loại 1,F_Bộ,9967-9968-9969,4080,Viên
10.L1.4080.9963.5,Gạch 40x80 MS 9963 Loại 1,F_Bộ,9957-9962-9963,4080,Viên
29.L1.3060.FPH3623.1,Gạch 30x60 MS FPH3623 Loại 1,F_Bộ,FPH3623-FPH3623D-FPH3623V,3060,Viên
10.L1.4080.4836.5,Gạch 40x80 MS 4836 Loại 1,F_Bộ,4834-4835-4836,4080,Viên
10.L1.3060.7842.8,Gạch 30x60 MS 7842 Loại 1,F_Bộ,7837-7842-7843,3060,Viên
10.L1.6060.5438.7,Gạch 60x60 MS 5438 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
10.L1.6060.5443.2,Gạch 60x60 MS 5443 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
10.L1.6060.5449.4,Gạch 60x60 MS 5449 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
14.L1.4080.U4915D,Gạch 40x80 MS U4915D Loại 1,F_Bộ,U4815-U4912-U4915D,4080M,Viên
15.L1.6060.6801.4,Gạch 60x60 MS 6801 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
05.L1.6060.6713.G,Gạch 60x60 MS 6713 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
05.L1.8080.8692.H0,Gạch 80x80 MS 8692 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
16.L1.6060.6209.54,Gạch 60x60 MS 6209 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.6060.5673.4,Gạch 60x60 MS 5673 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.4080.4832.4,Gạch 40x80 MS 4832 Loại 1,F_Bộ,4831-4832-4833,4080,Viên
10.L1.8080.5894.4,Gạch 80x80 MS 5894 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
05.L1.8080.8925.G21,Gạch 80x80 MS 8925 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
03.L1.3060.7348.6,Gạch 30x60 MS 7348 Loại 1,F_Bộ,7347-7348-7349,3060,Viên
12.L1.2040.2406.2,Gạch 20x40 MS 2406 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
10.L1.3060.5753.7,Gạch 30x60 MS 5753 Loại 1,F_Bộ,5751-5752-5753,3060,Viên
10.L1.6060.5674.4,Gạch 60x60 MS 5674 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
14.L1.80120.M81MW906,Gạch 80x120 MS M81MW906 loại 1,F_Solo,Solo80120.GraniteBóng,80120,Viên
14.L1.3060.A36418.4,Gạch 30x60 MS A36418 Loại 1,F_Bộ,36418-36318D-36318,3060,Viên
12.L1.2040.2410.2,Gạch 20x40 MS 2410 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
03.L1.6060.8022.9,Gạch 60x60 MS 8022 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
25.L1.3060.GT3611.58,Gạch 30x60 MS GT3611 Loại 1,F_Bộ,GT3610-GTD3610-GT3611,3060,Viên
14.L1.3060.A36310.7,Gạch 30x60 MS A36310 Loại 1,F_Bộ,36410-36310D-36310,3060,Viên
14.L1.3060.A36310D.7,Gạch 30x60 MS A36310D Loại 1,F_Bộ,36410-36310D-36310,3060,Viên
10.L1.6060.5164.2,Gạch 60x60 MS 5164 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.4080.9958.5,Gạch 40x80 MS 9958 Loại 1,F_Bộ,9957-9958-9959,4080,Viên
14.L1.4080.U4916D,Gạch 40x80 MS U4916D Loại 1,F_Bộ,U4816-U4911-U4916D,4080M,Viên
10.L1.3060.5788.2,Gạch 30x60 MS 5788 Loại 1,F_Bộ,5787-5788-5789,3060,Viên
17.L1.3060.3602D.2,Gạch 30x60 MS 3602D Loại 1,F_Bộ,3602T-3602D-3602V,3060,Viên
17.L1.3060.3602D.C1,Gạch 30x60 MS 3602D Loại 1,F_Bộ,3602T-3602D-3602V,3060,Viên
17.L1.3060.3602T.2,Gạch 30x60 MS 3602T Loại 1,F_Bộ,3602T-3602D-3602V,3060,Viên
10.L1.3030.5261.4,Gạch 30x30 MS 5261 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
14.L1.8080.88285028.1,Gạch 80x80 MS 88285028 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
03.L1.3060.7353.8,Gạch 30x60 MS 7353 Loại 1,F_Bộ,7353-7352-7351,3060,Viên
09.L1.3060.CAGM36D1.1,Gạch 30x60 MS CAGM36D1 Loại 1,F_Bộ,CA7GM3602-CAGM36D1-CA7GM3603,3060,Viên
12.L1.3030.3001,Gạch 30x30 MS 3001 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
15.L1.6060.6872.7,Gạch 60x60 MS 6872 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.6060.5152.5,Gạch 60x60 MS 5152 loại 1,F_Solo,Solo6060.GraniteMatt/ Sugar,6060,Viên
10.L1.6060.5634.5,Gạch 60x60 MS 5634 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
25.L1.6060.GP6051.2,Gạch 60x60 MS GP6051 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
25.L1.6060.GP6052.2,Gạch 60x60 MS GP6052 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
25.L1.6060.GP6054.1,Gạch 60x60 MS GP6054 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.6060.5168.2,Gạch 60x60 MS 5168 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
14.L1.3060.US36CB902D,Gạch 30x60 Mỏng MS US36CB902D Loại 1,F_Bộ,US36CG802-US36CB902D-US36CB902,3060M,Viên
10.L1.6060.5165.8,Gạch 60x60 MS 5165 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
30.L2.1590.6528,Gạch 15x90 MS 6528 loại 2,F_Solo,Solo1590.CeramicMatt/ Sugar,1590,Viên
12.L1.2550.2505.10,Gạch 25x50 MS 2505 Loại 1,F_Solo,Solo2550.CeramicMatt/ Sugar,2550,Viên
12.L1.3030.3302.12,Gạch 30x30 MS 3302 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
03.L1.3060.7127.1,Gạch 30x60 MS 7127 Loại 1,F_Bộ,7128-7127,3060,Viên
14.L1.8080.88181033.1,Gạch 80x80 MS 88181033 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
15.L1.6060.6813.4,Gạch 60x60 MS 6813 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.8080.9454.6,Gạch 80x80 MS 9454 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
03.L1.3030.6373.6,Gạch 30x30 MS 6373 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
03.L1.3060.7401.3,Gạch 30x60 MS 7401 Loại 1,F_Bộ,7401-7402-7403,3060,Viên
14.L1.6060.66284019.2,Gạch 60x60 MS 66284019 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.8080.5889.5,Gạch 80x80 MS 5889 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
20.L1.4080.34102.4,Gạch 40x80 MS 34102 Loại 1,F_Bộ,34102-34202-34192,4080,Viên
20.L1.3060.13206.6,Gạch 30x60 MS 13206 Loại 1,F_Bộ,13106-13206-13196,3060,Viên
14.L1.4080.48907D.2,Gạch 40x80 MS 48907D Loại 1,F_Bộ,48907-48907D-48807,4080A,Viên
10.L1.6060.5189.5,Gạch 60x60 MS 5189 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
12.L1.3030.3305.7,Gạch 30x30 MS 3305 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
03.L1.6060.8067.4,Gạch 60x60 MS 8067 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
14.L1.3060.A36908.3,Gạch 30x60 MS A36908 Loại 1,F_Bộ,36908-36808D-36808,3060,Viên
20.L1.6060.16111.5,Gạch 60x60 MS 16111 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
05.L1.8080.8682.H,Gạch 80x80 MS 8682 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
12.L1.2040.U2429.1,Gạch 20x40 MS U2429 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
10.L1.6060.5167.7,Gạch 60x60 MS 5167 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
29.L1.3030.F305.2,Gạch 30x30 MS F305 Loại 1,F_Solo,Solo3030.CeramicBóng,3030U,Viên
09.L1.6060.CA08GM6602.3,Gạch 60x60 MS CA08GM6602 loại 1,F_Solo,Solo6060.GraniteMatt/ Sugar,6060,Viên
10.L1.3060.7833.5,Gạch 30x60 MS 7833 Loại 1,F_Bộ,7831-7832-7833,3060,Viên
03.L1.3060.7126.4,Gạch 30x60 MS 7126 Loại 1,F_Bộ,7126-7125-7124,3060,Viên
03.L1.6060.8519.4,Gạch 60x60 MS 8519 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
03.L1.6060.8519.6,Gạch 60x60 MS 8519 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
03.L1.6060.8024.1,Gạch 60x60 MS 8024 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
20.L1.100100.51107.5,Gạch 100x100 MS 51107 loại 1,F_Solo,Solo100100.GraniteBóng,100100,Viên
03.L1.5050.6559.3,Gạch 50x50 MS 6559 loại 1,F_Solo,Solo5050.CeramicBóng,5050,Viên
03.L1.5050.6559.7,Gạch 50x50 MS 6559 loại 1,F_Solo,Solo5050.CeramicBóng,5050,Viên
17.L1.3060.3601D.1,Gạch 30x60 MS 3601D Loại 1,F_Bộ,3601T-3601D-3601V,3060,Viên
17.L1.3060.3601D.H1,Gạch 30x60 MS 3601D Loại 1,F_Bộ,3601T-3601D-3601V,3060,Viên
17.L1.3060.3601T.C1,Gạch 30x60 MS 3601T Loại 1,F_Bộ,3601T-3601D-3601V,3060,Viên
17.L1.3060.3601V.1,Gạch 30x60 MS 3601V Loại 1,F_Bộ,3601T-3601D-3601V,3060,Viên
17.L1.3060.3601V.H1,Gạch 30x60 MS 3601V Loại 1,F_Bộ,3601T-3601D-3601V,3060,Viên
17.L1.3060.3601V.K1,Gạch 30x60 MS 3601V Loại 1,F_Bộ,3601T-3601D-3601V,3060,Viên
17.L1.3060.3603D.1,Gạch 30x60 MS 3603D Loại 1,F_Bộ,3603T-3603D-3603V,3060,Viên
17.L1.3060.3603D.H1,Gạch 30x60 MS 3603D Loại 1,F_Bộ,3603T-3603D-3603V,3060,Viên
17.L1.3060.3603T.2,Gạch 30x60 MS 3603T Loại 1,F_Bộ,3603T-3603D-3603V,3060,Viên
17.L1.3060.3604D.1,Gạch 30x60 MS 3604D Loại 1,F_Bộ,3604T-3604D-3604V,3060,Viên
17.L1.3060.3604D.H1,Gạch 30x60 MS 3604D Loại 1,F_Bộ,3604T-3604D-3604V,3060,Viên
17.L1.3060.3605D.K1,Gạch 30x60 MS 3605D Loại 1,F_Bộ,3605T-3605D-3605V,3060,Viên
17.L1.3060.3605T.H1,Gạch 30x60 MS 3605T Loại 1,F_Bộ,3605T-3605D-3605V,3060,Viên
10.L1.8080.5874.3,Gạch 80x80 MS 5874 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
15.L1.6060.6808.7,Gạch 60x60 MS 6808 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.3060.7808.6,Gạch 30x60 MS 7808 Loại 1,F_Bộ,7807-7808-7809,3060,Viên
03.L1.6060.8056.6,Gạch 60x60 MS 8056 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
15.L1.6060.6803.8,Gạch 60x60 MS 6803 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.6060.5443.8,Gạch 60x60 MS 5443 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
10.L1.3060.7825.5,Gạch 30x60 MS 7825 Loại 1,F_Bộ,7824-7825-7826,3060,Viên
10.L1.3060.5744.7,Gạch 30x60 MS 5744 Loại 1,F_Bộ,5744-5745-5746,3060,Viên
10.L1.3060.5745.9,Gạch 30x60 MS 5745 Loại 1,F_Bộ,5744-5745-5746,3060,Viên
05.L1.1580.18405.H,Gạch 15x80 MS 18405 Loại 1,F_Solo,Solo1580.CeramicMatt/ Sugar,1580,Viên
05.L1.1580.18408.D,Gạch 15x80 MS 18408 Loại 1,F_Solo,Solo1580.CeramicMatt/ Sugar,1580,Viên
10.L1.6060.5633.2,Gạch 60x60 MS 5633 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
15.L1.6060.6604.1,Gạch 60x60 MS 6604 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
12.L1.2550.2510.1,Gạch 25x50 MS 2510 Loại 1,F_Solo,Solo2550.CeramicMatt/ Sugar,2550,Viên
10.L1.3060.4719.7,Gạch 30x60 MS 4719 Loại 1,F_Bộ,4717-4718-4719,3060,Viên
15.L1.6060.6801.3,Gạch 60x60 MS 6801 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.3060.5742.7,Gạch 30x60 MS 5742 Loại 1,F_Bộ,5741-5742-5743,3060,Viên
10.L1.3030.5295.7,Gạch 30x30 MS 5295 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
09.L1.6060.CA07GM6601.2,Gạch 60x60 MS CA07GM6601 loại 1,F_Solo,Solo6060.GraniteMatt/ Sugar,6060,Viên
03.L1.3060.7347.5,Gạch 30x60 MS 7347 Loại 1,F_Bộ,7347-7348-7349,3060,Viên
03.L1.3060.7349.5,Gạch 30x60 MS 7349 Loại 1,F_Bộ,7347-7348-7349,3060,Viên
05.L1.6060.6793.K,Gạch 60x60 MS 6793 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.3060.7805.4,Gạch 30x60 MS 7805 Loại 1,F_Bộ,7801-7805-7806,3060,Viên
10.L1.3060.7806.5,Gạch 30x60 MS 7806 Loại 1,F_Bộ,7801-7805-7806,3060,Viên
25.L1.3060.GT3610.53,Gạch 30x60 MS GT3610 Loại 1,F_Bộ,GT3610-GTD3610-GT3611,3060,Viên
09.L1.1590.CA10GK15905.1,Gạch 15x90 MS CA10GK15905 loại 1,F_Solo,Solo1590.GraniteMatt/ Sugar,1590,Viên
14.L1.8080.88284041.3,Gạch 80x80 MS 88284041 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
10.L1.8080.5818.6,Gạch 80x80 MS 5818 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
03.L1.3030.6375.5,Gạch 30x30 MS 6375 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
10.L1.4080.4831.5,Gạch 40x80 MS 4831 Loại 1,F_Bộ,4831-4832-4833,4080,Viên
10.L1.4080.4832.5,Gạch 40x80 MS 4832 Loại 1,F_Bộ,4831-4832-4833,4080,Viên
10.L1.4080.4833.5,Gạch 40x80 MS 4833 Loại 1,F_Bộ,4831-4832-4833,4080,Viên
10.L1.6060.5625.4,Gạch 60x60 MS 5625 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
12.L1.2040.U2433.1,Gạch 20x40 MS U2433 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
12.L1.2040.U2434.1,Gạch 20x40 MS U2434 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
12.L1.2550.U2520.1,Gạch 25x50 MS U2520 Loại 1,F_Solo,Solo2550.CeramicMatt/ Sugar,2550,Viên
12.L1.2550.U2521.1,Gạch 25x50 MS U2521 Loại 1,F_Solo,Solo2550.CeramicMatt/ Sugar,2550,Viên
20.L1.8080.28109.5,Gạch 80x80 MS 28109 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
16.L1.6060.6213.50,Gạch 60x60 MS 6213 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
14.L1.3060.A36318.2,Gạch 30x60 MS A36318 Loại 1,F_Bộ,36418-36318D-36318,3060,Viên
14.L1.8080.88181004.3,Gạch 80x80 MS 88181004 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
12.L1.2550.2509.7,Gạch 25x50 MS 2509 Loại 1,F_Solo,Solo2550.CeramicMatt/ Sugar,2550,Viên
29.L1.3060.FC3606D.03,Gạch 30x60 MS FC3606D Loại 1,F_Bộ,FC3606-FC3606D-FC3606V,3060,Viên
10.L1.6060.5447.4,Gạch 60x60 MS 5447 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
10.L1.3060.5071.4,Gạch 30x60 MS 5071 Loại 1,F_Bộ,5073-5072-5071,3060,Viên
10.L1.3060.5072.7,Gạch 30x60 MS 5072 Loại 1,F_Bộ,5073-5072-5071,3060,Viên
10.L1.3060.5073.7,Gạch 30x60 MS 5073 Loại 1,F_Bộ,5073-5072-5071,3060,Viên
15.L1.6060.6874.6,Gạch 60x60 MS 6874 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
03.L1.3060.7121.9,Gạch 30x60 MS 7121 Loại 1,F_Bộ,7123-7122-7121,3060,Viên
03.L1.3060.7609.3,Gạch 30x60 MS 7609 Loại 1,F_Bộ,7607-7608-7609,3060,Viên
12.L1.2040.U2430.1,Gạch 20x40 MS U2430 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
14.L1.4080.48868.6,Gạch 40x80 MS 48868 Loại 1,F_Bộ,48968D-48868,4080A,Viên
25.L1.3060.GT3610.57,Gạch 30x60 MS GT3610 Loại 1,F_Bộ,GT3610-GTD3610-GT3611,3060,Viên
10.L1.3060.5038.5,Gạch 30x60 MS 5038 Loại 1,F_Bộ,5037-5038-5039,3060,Viên
29.L1.3060.FP3602.1,Gạch 30x60 MS FP3602 Loại 1,F_Bộ,FP3602-FP3602D-FP3603,3060,Viên
29.L1.3060.FP3602D.1,Gạch 30x60 MS FP3602D Loại 1,F_Bộ,FP3602-FP3602D-FP3603,3060,Viên
29.L1.3060.FP3603.1,Gạch 30x60 MS FP3603 Loại 1,F_Bộ,FP3602-FP3602D-FP3603,3060,Viên
09.L1.3030.VU301.7,Gạch 30x30 MS VU301 Loại 1,F_Solo,Solo3030.CeramicBóng,3030,Viên
26.L1.3060.3606B.2,Gạch 30x60 MS 3606B Loại 1,F_Bộ,3606A-3606B-3606C,3060,Viên
14.L1.4080.48822.1,Gạch 40x80 MS 48822 Loại 1,F_Bộ,48822 - 48922D - 48922,4080A,Viên
14.L1.3060.US36CW807,Gạch 30x60 Mỏng MS US36CW807 Loại 1,F_Bộ,US36CW807-US36LB907D-US36LB907,3060M,Viên
14.L1.3060.US36LB907,Gạch 30x60 Mỏng MS US36LB907 Loại 1,F_Bộ,US36CW807-US36LB907D-US36LB907,3060M,Viên
12.L1.2040.2408.4,Gạch 20x40 MS 2408 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
05.L1.6060.6793.D,Gạch 60x60 MS 6793 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
05.L1.6060.6793.H,Gạch 60x60 MS 6793 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.6060.5429.6,Gạch 60x60 MS 5429 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
10.L1.6060.5628.4,Gạch 60x60 MS 5628 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.6060.5628.6,Gạch 60x60 MS 5628 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
15.L1.6060.6601.2,Gạch 60x60 MS 6601 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
15.L1.6060.6602.2,Gạch 60x60 MS 6602 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
15.L1.6060.6602.3,Gạch 60x60 MS 6602 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
15.L1.6060.6602.8,Gạch 60x60 MS 6602 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
15.L1.6060.6605.1,Gạch 60x60 MS 6605 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
15.L1.6060.6605.4,Gạch 60x60 MS 6605 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
15.L1.6060.6682.1,Gạch 60x60 MS 6682 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
12.L1.3030.3011,Gạch 30x30 MS 3011 Loại 1,F_Solo,Solo3030.CeramicMatt/ Sugar,3030,Viên
05.L1.8080.8916.F,Gạch 80x80 MS 8916 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
10.L1.8080.5819.2,Gạch 80x80 MS 5819 loại 1,F_Solo,Solo8080.GraniteBóng,8080,Viên
29.L1.3060.FPH3621.1,Gạch 30x60 MS FPH3621 Loại 1,F_Bộ,FPH3621-FPH3621D-FPH3621V,3060,Viên
29.L1.3060.FPH3621D.1,Gạch 30x60 MS FPH3621D Loại 1,F_Bộ,FPH3621-FPH3621D-FPH3621V,3060,Viên
29.L1.3060.FPH3621V.1,Gạch 30x60 MS FPH3621V Loại 1,F_Bộ,FPH3621-FPH3621D-FPH3621V,3060,Viên
10.L1.3060.7813.5,Gạch 30x60 MS 7813 Loại 1,F_Bộ,7811-7812-7813,3060,Viên
10.L1.6060.5167.2,Gạch 60x60 MS 5167 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
25.L1.6060.GP6050.2,Gạch 60x60 MS GP6050 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
10.L1.6060.6156.4,Gạch 60x60 MS 6156 loại 1,F_Solo,Solo6060.CeramicBóng,6060,Viên
14.L1.3060.US36CB902,Gạch 30x60 Mỏng MS US36CB902 Loại 1,F_Bộ,US36CG802-US36CB902D-US36CB902,3060M,Viên
20.L1.6060.26107.6,Gạch 60x60 MS 26107 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
03.L1.3060.7145.6,Gạch 30x60 MS 7145 Loại 1,F_Bộ,7144-7145-7146,3060,Viên
26.L1.3060.3606A.2,Gạch 30x60 MS 3606A Loại 1,F_Bộ,3606A-3606B-3606C,3060,Viên
12.L1.2550.2503.4,Gạch 25x50 MS 2503 Loại 1,F_Solo,Solo2550.CeramicMatt/ Sugar,2550,Viên
14.L1.3060.A36800D.6,Gạch 30x60 MS A36800D Loại 1,F_Bộ,36800-36800D-36800V,3060,Viên
10.L1.3060.4608.6,Gạch 30x60 MS 4608 Loại 1,F_Bộ,4607-4608-4609,3060,Viên
10.L1.3060.4609.6,Gạch 30x60 MS 4609 Loại 1,F_Bộ,4607-4608-4609,3060,Viên
14.L1.6060.66285045,Gạch 60x60 MS 66285045 loại 1,F_Solo,Solo6060.GraniteBóng,6060,Viên
12.L1.2040.2420.5,Gạch 20x40 MS 2420 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
12.L1.2550.25502,Gạch 25x50 MS 25502 Loại 1,F_Solo,Solo2550.CeramicMatt/ Sugar,2550,Viên
29.L1.3060.FP3607.1,Gạch 30x60 MS FP3607 Loại 1,F_Bộ,FP3605-FP3605D-FP3607,3060,Viên
29.L1.3060.FPH3624.1,Gạch 30x60 MS FPH3624 Loại 1,F_Bộ,FPH3624-FPH3624D-FPH3624V,3060,Viên
29.L1.3060.FPH3624V.1,Gạch 30x60 MS FPH3624V Loại 1,F_Bộ,FPH3624-FPH3624D-FPH3624V,3060,Viên
29.L1.4080.FC4803V.1,Gạch 40x80 MS FC4803V Loại 1,F_Bộ,FC4803-FC4803D-FC4803V,4080,Viên
15.L1.3060.2913.3,Gạch 30x60 MS 2913 Loại 1,F_Bộ,2911-2912-2913,3060,Viên
12.L1.2040.2412.2,Gạch 20x40 MS 2412 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
12.L1.2040.2411.2,Gạch 20x40 MS 2411 Loại 1,F_Solo,Solo2040.CeramicMatt/ Sugar,2040,Viên
26.L1.3060.3603C.1,Gạch 30x60 MS 3603C Loại 1,F_Bộ,3603A-3603B-3603C,3060,Viên
14.L1.3060.A36918.2,Gạch 30x60 MS A36918 Loại 1,F_Bộ,36918-36818D-36818,3060,Viên
10.L1.3060.7822.5,Gạch 30x60 MS 7822 Loại 1,F_Bộ,7821-7822-7823,3060,Viên
03.L1.3060.7349.9,Gạch 30x60 MS 7349 Loại 1,F_Bộ,7347-7348-7349,3060,Viên
