product_code,branch_code,product_name,unit,quantity
00.KCB.100.NS,116,Ke Cân Bằng NS  1 mm,Kg,88
00.KCB.100.NS,118,Ke Cân Bằng NS  1 mm,Kg,42
00.KCB.100.NS,123,Ke Cân Bằng NS  1 mm,Kg,66
00.KCB.150.NS,1,Ke Cân Bằng NS  1.5 mm,Kg,36
00.KCB.150.NS,8,Ke Cân Bằng NS  1.5 mm,Kg,66
00.KCB.150.NS,10,Ke Cân Bằng NS  1.5 mm,Kg,58
00.KCB.150.NS,11,Ke Cân Bằng NS  1.5 mm,Kg,115
00.KCB.150.NS,14,Ke Cân Bằng NS  1.5 mm,Kg,45
00.KCB.150.NS,15,Ke Cân Bằng NS  1.5 mm,Kg,85
00.KCB.150.NS,16,Ke Cân Bằng NS  1.5 mm,Kg,82
00.KCB.150.NS,17,Ke Cân Bằng NS  1.5 mm,Kg,40
00.KCB.150.NS,18,Ke Cân Bằng NS  1.5 mm,Kg,87
00.KCB.150.NS,19,Ke Cân Bằng NS  1.5 mm,Kg,76
00.KCB.150.NS,20,Ke Cân Bằng NS  1.5 mm,Kg,96
00.KCB.150.NS,22,Ke Cân Bằng NS  1.5 mm,Kg,79
00.KCB.150.NS,23,Ke Cân Bằng NS  1.5 mm,Kg,101
00.KCB.150.NS,24,Ke Cân Bằng NS  1.5 mm,Kg,89
00.KCB.150.NS,39,Ke Cân Bằng NS  1.5 mm,Kg,51
00.KCB.150.NS,40,Ke Cân Bằng NS  1.5 mm,Kg,14
00.KCB.150.NS,49,Ke Cân Bằng NS  1.5 mm,Kg,43
00.KCB.150.NS,50,Ke Cân Bằng NS  1.5 mm,Kg,88
00.KCB.150.NS,59,Ke Cân Bằng NS  1.5 mm,Kg,38
00.KCB.150.NS,60,Ke Cân Bằng NS  1.5 mm,Kg,14
00.KCB.150.NS,61,Ke Cân Bằng NS  1.5 mm,Kg,112
00.KCB.150.NS,63,Ke Cân Bằng NS  1.5 mm,Kg,24
00.KCB.150.NS,65,Ke Cân Bằng NS  1.5 mm,Kg,86
00.KCB.150.NS,67,Ke Cân Bằng NS  1.5 mm,Kg,37
00.KCB.150.NS,68,Ke Cân Bằng NS  1.5 mm,Kg,14
00.KCB.150.NS,69,Ke Cân Bằng NS  1.5 mm,Kg,86
00.KCB.150.NS,70,Ke Cân Bằng NS  1.5 mm,Kg,64
00.KCB.150.NS,71,Ke Cân Bằng NS  1.5 mm,Kg,75
00.KCB.150.NS,72,Ke Cân Bằng NS  1.5 mm,Kg,47
00.KCB.150.NS,73,Ke Cân Bằng NS  1.5 mm,Kg,92
00.KCB.150.NS,74,Ke Cân Bằng NS  1.5 mm,Kg,42
00.KCB.150.NS,75,Ke Cân Bằng NS  1.5 mm,Kg,96
00.KCB.150.NS,76,Ke Cân Bằng NS  1.5 mm,Kg,43
00.KCB.150.NS,79,Ke Cân Bằng NS  1.5 mm,Kg,71
00.KCB.150.NS,81,Ke Cân Bằng NS  1.5 mm,Kg,84
00.KCB.150.NS,95,Ke Cân Bằng NS  1.5 mm,Kg,28
00.KCB.150.NS,99,Ke Cân Bằng NS  1.5 mm,Kg,106
00.KCB.150.NS,100,Ke Cân Bằng NS  1.5 mm,Kg,56
00.KCB.150.NS,101,Ke Cân Bằng NS  1.5 mm,Kg,61
00.KCB.150.NS,102,Ke Cân Bằng NS  1.5 mm,Kg,59
00.KCB.150.NS,103,Ke Cân Bằng NS  1.5 mm,Kg,39
00.KCB.150.NS,104,Ke Cân Bằng NS  1.5 mm,Kg,54
00.KCB.150.NS,105,Ke Cân Bằng NS  1.5 mm,Kg,126
00.KCB.150.NS,106,Ke Cân Bằng NS  1.5 mm,Kg,77
00.KCB.150.NS,107,Ke Cân Bằng NS  1.5 mm,Kg,18
00.KCB.150.NS,108,Ke Cân Bằng NS  1.5 mm,Kg,66
00.KCB.150.NS,110,Ke Cân Bằng NS  1.5 mm,Kg,47
00.KCB.150.NS,112,Ke Cân Bằng NS  1.5 mm,Kg,47
00.KCB.150.NS,113,Ke Cân Bằng NS  1.5 mm,Kg,68
00.KCB.150.NS,114,Ke Cân Bằng NS  1.5 mm,Kg,42
00.KCB.150.NS,115,Ke Cân Bằng NS  1.5 mm,Kg,64
00.KCB.150.NS,116,Ke Cân Bằng NS  1.5 mm,Kg,163
00.KCB.150.NS,118,Ke Cân Bằng NS  1.5 mm,Kg,28
00.KCB.150.NS,123,Ke Cân Bằng NS  1.5 mm,Kg,118
00.KCB.200.NS,0,Ke Cân Bằng NS  2.0 mm,Kg,42
00.KCB.200.NS,1,Ke Cân Bằng NS  2.0 mm,Kg,140
00.KCB.200.NS,8,Ke Cân Bằng NS  2.0 mm,Kg,45
00.KCB.200.NS,10,Ke Cân Bằng NS  2.0 mm,Kg,72
00.KCB.200.NS,11,Ke Cân Bằng NS  2.0 mm,Kg,38
00.KCB.200.NS,12,Ke Cân Bằng NS  2.0 mm,Kg,14
00.KCB.200.NS,13,Ke Cân Bằng NS  2.0 mm,Kg,14
00.KCB.200.NS,14,Ke Cân Bằng NS  2.0 mm,Kg,24
00.KCB.200.NS,15,Ke Cân Bằng NS  2.0 mm,Kg,57
00.KCB.200.NS,16,Ke Cân Bằng NS  2.0 mm,Kg,98
00.KCB.200.NS,17,Ke Cân Bằng NS  2.0 mm,Kg,37
00.KCB.200.NS,18,Ke Cân Bằng NS  2.0 mm,Kg,33
00.KCB.200.NS,19,Ke Cân Bằng NS  2.0 mm,Kg,54
00.KCB.200.NS,22,Ke Cân Bằng NS  2.0 mm,Kg,77
00.KCB.200.NS,23,Ke Cân Bằng NS  2.0 mm,Kg,54
00.KCB.200.NS,24,Ke Cân Bằng NS  2.0 mm,Kg,28
00.KCB.200.NS,49,Ke Cân Bằng NS  2.0 mm,Kg,79
00.KCB.200.NS,50,Ke Cân Bằng NS  2.0 mm,Kg,36
00.KCB.200.NS,59,Ke Cân Bằng NS  2.0 mm,Kg,26
00.KCB.200.NS,63,Ke Cân Bằng NS  2.0 mm,Kg,23
00.KCB.200.NS,65,Ke Cân Bằng NS  2.0 mm,Kg,47
00.KCB.200.NS,69,Ke Cân Bằng NS  2.0 mm,Kg,52
00.KCB.200.NS,70,Ke Cân Bằng NS  2.0 mm,Kg,43
00.KCB.200.NS,71,Ke Cân Bằng NS  2.0 mm,Kg,79
00.KCB.200.NS,72,Ke Cân Bằng NS  2.0 mm,Kg,23
00.KCB.200.NS,73,Ke Cân Bằng NS  2.0 mm,Kg,39
00.KCB.200.NS,76,Ke Cân Bằng NS  2.0 mm,Kg,57
00.KCB.200.NS,79,Ke Cân Bằng NS  2.0 mm,Kg,54
00.KCB.200.NS,81,Ke Cân Bằng NS  2.0 mm,Kg,71
00.KCB.200.NS,95,Ke Cân Bằng NS  2.0 mm,Kg,14
00.KCB.200.NS,99,Ke Cân Bằng NS  2.0 mm,Kg,98
00.KCB.200.NS,104,Ke Cân Bằng NS  2.0 mm,Kg,19
00.KCB.200.NS,105,Ke Cân Bằng NS  2.0 mm,Kg,70
00.KCB.200.NS,108,Ke Cân Bằng NS  2.0 mm,Kg,56
00.KCT.100.NS,1,Ke Chữ Thập NS 1 mm,Kg,23
00.KCT.100.NS,2,Ke Chữ Thập NS 1 mm,Kg,14
00.KCT.100.NS,8,Ke Chữ Thập NS 1 mm,Kg,14
00.KCT.100.NS,10,Ke Chữ Thập NS 1 mm,Kg,15
00.KCT.100.NS,11,Ke Chữ Thập NS 1 mm,Kg,30
00.KCT.100.NS,12,Ke Chữ Thập NS 1 mm,Kg,14
00.KCT.100.NS,14,Ke Chữ Thập NS 1 mm,Kg,18
00.KCT.100.NS,15,Ke Chữ Thập NS 1 mm,Kg,27
00.KCT.100.NS,16,Ke Chữ Thập NS 1 mm,Kg,22
00.KCT.100.NS,17,Ke Chữ Thập NS 1 mm,Kg,20
00.KCT.100.NS,18,Ke Chữ Thập NS 1 mm,Kg,27
00.KCT.100.NS,19,Ke Chữ Thập NS 1 mm,Kg,40
00.KCT.100.NS,20,Ke Chữ Thập NS 1 mm,Kg,24
00.KCT.100.NS,22,Ke Chữ Thập NS 1 mm,Kg,14
00.KCT.100.NS,23,Ke Chữ Thập NS 1 mm,Kg,27
00.KCT.100.NS,24,Ke Chữ Thập NS 1 mm,Kg,24
00.KCT.100.NS,40,Ke Chữ Thập NS 1 mm,Kg,14
00.KCT.100.NS,49,Ke Chữ Thập NS 1 mm,Kg,17
00.KCT.100.NS,50,Ke Chữ Thập NS 1 mm,Kg,37
00.KCT.100.NS,53,Ke Chữ Thập NS 1 mm,Kg,19
00.KCT.100.NS,58,Ke Chữ Thập NS 1 mm,Kg,14
00.KCT.100.NS,59,Ke Chữ Thập NS 1 mm,Kg,21
00.KCT.100.NS,60,Ke Chữ Thập NS 1 mm,Kg,14
00.KCT.100.NS,61,Ke Chữ Thập NS 1 mm,Kg,28
00.KCT.100.NS,63,Ke Chữ Thập NS 1 mm,Kg,24
00.KCT.100.NS,65,Ke Chữ Thập NS 1 mm,Kg,25
00.KCT.100.NS,66,Ke Chữ Thập NS 1 mm,Kg,28
00.KCT.100.NS,67,Ke Chữ Thập NS 1 mm,Kg,19
00.KCT.100.NS,69,Ke Chữ Thập NS 1 mm,Kg,25
00.KCT.100.NS,70,Ke Chữ Thập NS 1 mm,Kg,26
00.KCT.100.NS,71,Ke Chữ Thập NS 1 mm,Kg,29
00.KCT.100.NS,72,Ke Chữ Thập NS 1 mm,Kg,18
00.KCT.100.NS,73,Ke Chữ Thập NS 1 mm,Kg,64
00.KCT.100.NS,75,Ke Chữ Thập NS 1 mm,Kg,14
00.KCT.100.NS,76,Ke Chữ Thập NS 1 mm,Kg,28
00.KCT.100.NS,79,Ke Chữ Thập NS 1 mm,Kg,19
00.KCT.100.NS,81,Ke Chữ Thập NS 1 mm,Kg,27
00.KCT.100.NS,94,Ke Chữ Thập NS 1 mm,Kg,19
00.KCT.100.NS,95,Ke Chữ Thập NS 1 mm,Kg,14
00.KCT.100.NS,99,Ke Chữ Thập NS 1 mm,Kg,22
00.KCT.100.NS,101,Ke Chữ Thập NS 1 mm,Kg,70
00.KCT.100.NS,102,Ke Chữ Thập NS 1 mm,Kg,18
00.KCT.100.NS,104,Ke Chữ Thập NS 1 mm,Kg,32
00.KCT.100.NS,107,Ke Chữ Thập NS 1 mm,Kg,14
00.KCT.100.NS,108,Ke Chữ Thập NS 1 mm,Kg,14
00.KCT.100.NS,110,Ke Chữ Thập NS 1 mm,Kg,49
00.KCT.100.NS,112,Ke Chữ Thập NS 1 mm,Kg,14
00.KCT.100.NS,113,Ke Chữ Thập NS 1 mm,Kg,51
00.KCT.100.NS,115,Ke Chữ Thập NS 1 mm,Kg,23
00.KCT.100.NS,116,Ke Chữ Thập NS 1 mm,Kg,51
00.KCT.100.NS,118,Ke Chữ Thập NS 1 mm,Kg,28
00.KCT.150.NS,0,Ke Chữ Thập NS 1.5 mm,Kg,42
00.KCT.150.NS,1,Ke Chữ Thập NS 1.5 mm,Kg,18
00.KCT.150.NS,8,Ke Chữ Thập NS 1.5 mm,Kg,20
00.KCT.150.NS,10,Ke Chữ Thập NS 1.5 mm,Kg,26
00.KCT.150.NS,11,Ke Chữ Thập NS 1.5 mm,Kg,34
00.KCT.150.NS,12,Ke Chữ Thập NS 1.5 mm,Kg,14
00.KCT.150.NS,14,Ke Chữ Thập NS 1.5 mm,Kg,17
00.KCT.150.NS,15,Ke Chữ Thập NS 1.5 mm,Kg,45
00.KCT.150.NS,16,Ke Chữ Thập NS 1.5 mm,Kg,24
00.KCT.150.NS,17,Ke Chữ Thập NS 1.5 mm,Kg,20
00.KCT.150.NS,18,Ke Chữ Thập NS 1.5 mm,Kg,35
00.KCT.150.NS,19,Ke Chữ Thập NS 1.5 mm,Kg,30
00.KCT.150.NS,20,Ke Chữ Thập NS 1.5 mm,Kg,28
00.KCT.150.NS,22,Ke Chữ Thập NS 1.5 mm,Kg,30
00.KCT.150.NS,23,Ke Chữ Thập NS 1.5 mm,Kg,33
00.KCT.150.NS,24,Ke Chữ Thập NS 1.5 mm,Kg,56
00.KCT.150.NS,40,Ke Chữ Thập NS 1.5 mm,Kg,14
00.KCT.150.NS,49,Ke Chữ Thập NS 1.5 mm,Kg,20
00.KCT.150.NS,50,Ke Chữ Thập NS 1.5 mm,Kg,47
00.KCT.150.NS,58,Ke Chữ Thập NS 1.5 mm,Kg,23
00.KCT.150.NS,59,Ke Chữ Thập NS 1.5 mm,Kg,18
00.KCT.150.NS,63,Ke Chữ Thập NS 1.5 mm,Kg,18
00.KCT.150.NS,65,Ke Chữ Thập NS 1.5 mm,Kg,44
00.KCT.150.NS,66,Ke Chữ Thập NS 1.5 mm,Kg,14
00.KCT.150.NS,67,Ke Chữ Thập NS 1.5 mm,Kg,20
00.KCT.150.NS,68,Ke Chữ Thập NS 1.5 mm,Kg,14
00.KCT.150.NS,69,Ke Chữ Thập NS 1.5 mm,Kg,45
00.KCT.150.NS,70,Ke Chữ Thập NS 1.5 mm,Kg,34
00.KCT.150.NS,71,Ke Chữ Thập NS 1.5 mm,Kg,29
00.KCT.150.NS,72,Ke Chữ Thập NS 1.5 mm,Kg,20
00.KCT.150.NS,73,Ke Chữ Thập NS 1.5 mm,Kg,33
00.KCT.150.NS,74,Ke Chữ Thập NS 1.5 mm,Kg,14
00.KCT.150.NS,75,Ke Chữ Thập NS 1.5 mm,Kg,45
00.KCT.150.NS,76,Ke Chữ Thập NS 1.5 mm,Kg,32
00.KCT.150.NS,79,Ke Chữ Thập NS 1.5 mm,Kg,23
00.KCT.150.NS,81,Ke Chữ Thập NS 1.5 mm,Kg,35
00.KCT.150.NS,94,Ke Chữ Thập NS 1.5 mm,Kg,18
00.KCT.150.NS,95,Ke Chữ Thập NS 1.5 mm,Kg,14
00.KCT.150.NS,99,Ke Chữ Thập NS 1.5 mm,Kg,30
00.KCT.150.NS,100,Ke Chữ Thập NS 1.5 mm,Kg,14
00.KCT.150.NS,101,Ke Chữ Thập NS 1.5 mm,Kg,70
00.KCT.150.NS,102,Ke Chữ Thập NS 1.5 mm,Kg,20
00.KCT.150.NS,104,Ke Chữ Thập NS 1.5 mm,Kg,45
00.KCT.150.NS,105,Ke Chữ Thập NS 1.5 mm,Kg,44
00.KCT.150.NS,107,Ke Chữ Thập NS 1.5 mm,Kg,14
00.KCT.150.NS,108,Ke Chữ Thập NS 1.5 mm,Kg,14
00.KCT.150.NS,110,Ke Chữ Thập NS 1.5 mm,Kg,39
00.KCT.150.NS,112,Ke Chữ Thập NS 1.5 mm,Kg,14
00.KCT.150.NS,113,Ke Chữ Thập NS 1.5 mm,Kg,51
00.KCT.150.NS,114,Ke Chữ Thập NS 1.5 mm,Kg,14
00.KCT.150.NS,115,Ke Chữ Thập NS 1.5 mm,Kg,20
00.KCT.150.NS,116,Ke Chữ Thập NS 1.5 mm,Kg,56
00.KCT.150.NS,123,Ke Chữ Thập NS 1.5 mm,Kg,14
00.KCT.200.NS,1,Ke Chữ Thập NS 2 mm,Kg,19
00.KCT.200.NS,8,Ke Chữ Thập NS 2 mm,Kg,42
00.KCT.200.NS,10,Ke Chữ Thập NS 2 mm,Kg,23
00.KCT.200.NS,11,Ke Chữ Thập NS 2 mm,Kg,24
00.KCT.200.NS,12,Ke Chữ Thập NS 2 mm,Kg,22
00.KCT.200.NS,14,Ke Chữ Thập NS 2 mm,Kg,14
00.KCT.200.NS,15,Ke Chữ Thập NS 2 mm,Kg,17
00.KCT.200.NS,16,Ke Chữ Thập NS 2 mm,Kg,20
00.KCT.200.NS,17,Ke Chữ Thập NS 2 mm,Kg,14
00.KCT.200.NS,18,Ke Chữ Thập NS 2 mm,Kg,23
00.KCT.200.NS,19,Ke Chữ Thập NS 2 mm,Kg,30
00.KCT.200.NS,22,Ke Chữ Thập NS 2 mm,Kg,14
00.KCT.200.NS,23,Ke Chữ Thập NS 2 mm,Kg,28
00.KCT.200.NS,24,Ke Chữ Thập NS 2 mm,Kg,28
00.KCT.200.NS,49,Ke Chữ Thập NS 2 mm,Kg,18
00.KCT.200.NS,50,Ke Chữ Thập NS 2 mm,Kg,19
00.KCT.200.NS,59,Ke Chữ Thập NS 2 mm,Kg,14
00.KCT.200.NS,60,Ke Chữ Thập NS 2 mm,Kg,14
00.KCT.200.NS,61,Ke Chữ Thập NS 2 mm,Kg,42
00.KCT.200.NS,63,Ke Chữ Thập NS 2 mm,Kg,14
00.KCT.200.NS,65,Ke Chữ Thập NS 2 mm,Kg,18
00.KCT.200.NS,67,Ke Chữ Thập NS 2 mm,Kg,18
00.KCT.200.NS,69,Ke Chữ Thập NS 2 mm,Kg,25
00.KCT.200.NS,70,Ke Chữ Thập NS 2 mm,Kg,37
00.KCT.200.NS,71,Ke Chữ Thập NS 2 mm,Kg,22
00.KCT.200.NS,72,Ke Chữ Thập NS 2 mm,Kg,14
00.KCT.200.NS,73,Ke Chữ Thập NS 2 mm,Kg,25
00.KCT.200.NS,75,Ke Chữ Thập NS 2 mm,Kg,14
00.KCT.200.NS,76,Ke Chữ Thập NS 2 mm,Kg,37
00.KCT.200.NS,79,Ke Chữ Thập NS 2 mm,Kg,14
00.KCT.200.NS,81,Ke Chữ Thập NS 2 mm,Kg,26
00.KCT.200.NS,99,Ke Chữ Thập NS 2 mm,Kg,70
00.KCT.200.NS,102,Ke Chữ Thập NS 2 mm,Kg,28
00.KCT.200.NS,104,Ke Chữ Thập NS 2 mm,Kg,56
00.KCT.200.NS,105,Ke Chữ Thập NS 2 mm,Kg,161
00.KCT.200.NS,115,Ke Chữ Thập NS 2 mm,Kg,21
00.KIM.01,0,Kìm Bấm Nêm,Cái,28
00.KIM.01,1,Kìm Bấm Nêm,Cái,26
00.KIM.01,2,Kìm Bấm Nêm,Cái,28
00.KIM.01,8,Kìm Bấm Nêm,Cái,21
00.KIM.01,10,Kìm Bấm Nêm,Cái,28
00.KIM.01,11,Kìm Bấm Nêm,Cái,44
00.KIM.01,12,Kìm Bấm Nêm,Cái,49
00.KIM.01,14,Kìm Bấm Nêm,Cái,35
00.KIM.01,15,Kìm Bấm Nêm,Cái,48
00.KIM.01,16,Kìm Bấm Nêm,Cái,32
00.KIM.01,17,Kìm Bấm Nêm,Cái,21
00.KIM.01,18,Kìm Bấm Nêm,Cái,43
00.KIM.01,19,Kìm Bấm Nêm,Cái,25
00.KIM.01,20,Kìm Bấm Nêm,Cái,37
00.KIM.01,23,Kìm Bấm Nêm,Cái,57
00.KIM.01,24,Kìm Bấm Nêm,Cái,14
00.KIM.01,39,Kìm Bấm Nêm,Cái,14
00.KIM.01,40,Kìm Bấm Nêm,Cái,14
00.KIM.01,49,Kìm Bấm Nêm,Cái,23
00.KIM.01,50,Kìm Bấm Nêm,Cái,36
00.KIM.01,59,Kìm Bấm Nêm,Cái,28
00.KIM.01,60,Kìm Bấm Nêm,Cái,14
00.KIM.01,63,Kìm Bấm Nêm,Cái,19
00.KIM.01,65,Kìm Bấm Nêm,Cái,51
00.KIM.01,67,Kìm Bấm Nêm,Cái,29
00.KIM.01,68,Kìm Bấm Nêm,Cái,21
00.KIM.01,69,Kìm Bấm Nêm,Cái,42
00.KIM.01,70,Kìm Bấm Nêm,Cái,45
00.KIM.01,71,Kìm Bấm Nêm,Cái,18
00.KIM.01,72,Kìm Bấm Nêm,Cái,25
00.KIM.01,73,Kìm Bấm Nêm,Cái,26
00.KIM.01,75,Kìm Bấm Nêm,Cái,24
00.KIM.01,76,Kìm Bấm Nêm,Cái,24
00.KIM.01,79,Kìm Bấm Nêm,Cái,47
00.KIM.01,81,Kìm Bấm Nêm,Cái,29
00.KIM.01,95,Kìm Bấm Nêm,Cái,23
00.KIM.01,99,Kìm Bấm Nêm,Cái,53
00.KIM.01,100,Kìm Bấm Nêm,Cái,35
00.KIM.01,101,Kìm Bấm Nêm,Cái,21
00.KIM.01,102,Kìm Bấm Nêm,Cái,28
00.KIM.01,103,Kìm Bấm Nêm,Cái,28
00.KIM.01,104,Kìm Bấm Nêm,Cái,34
00.KIM.01,105,Kìm Bấm Nêm,Cái,42
00.KIM.01,107,Kìm Bấm Nêm,Cái,23
00.KIM.01,110,Kìm Bấm Nêm,Cái,38
00.KIM.01,112,Kìm Bấm Nêm,Cái,17
00.KIM.01,113,Kìm Bấm Nêm,Cái,63
00.KIM.01,115,Kìm Bấm Nêm,Cái,37
00.KIM.01,116,Kìm Bấm Nêm,Cái,140
00.KIM.01,118,Kìm Bấm Nêm,Cái,14
00.L1.8080.P87625N,15,Gạch 80x80 MS P87625N,Viên,6558
00.NEM.TS,0,Nêm Cân Bằng,Kg,28
00.NEM.TS,1,Nêm Cân Bằng,Kg,23
00.NEM.TS,2,Nêm Cân Bằng,Kg,28
00.NEM.TS,8,Nêm Cân Bằng,Kg,32
00.NEM.TS,10,Nêm Cân Bằng,Kg,37
00.NEM.TS,11,Nêm Cân Bằng,Kg,69
00.NEM.TS,14,Nêm Cân Bằng,Kg,33
00.NEM.TS,15,Nêm Cân Bằng,Kg,40
00.NEM.TS,16,Nêm Cân Bằng,Kg,40
00.NEM.TS,17,Nêm Cân Bằng,Kg,27
00.NEM.TS,18,Nêm Cân Bằng,Kg,44
00.NEM.TS,19,Nêm Cân Bằng,Kg,53
00.NEM.TS,20,Nêm Cân Bằng,Kg,40
00.NEM.TS,22,Nêm Cân Bằng,Kg,42
00.NEM.TS,23,Nêm Cân Bằng,Kg,73
00.NEM.TS,24,Nêm Cân Bằng,Kg,37
00.NEM.TS,39,Nêm Cân Bằng,Kg,35
00.NEM.TS,40,Nêm Cân Bằng,Kg,14
00.NEM.TS,49,Nêm Cân Bằng,Kg,27
00.NEM.TS,50,Nêm Cân Bằng,Kg,54
00.NEM.TS,59,Nêm Cân Bằng,Kg,30
00.NEM.TS,60,Nêm Cân Bằng,Kg,14
00.NEM.TS,63,Nêm Cân Bằng,Kg,18
00.NEM.TS,65,Nêm Cân Bằng,Kg,40
00.NEM.TS,66,Nêm Cân Bằng,Kg,49
00.NEM.TS,67,Nêm Cân Bằng,Kg,32
00.NEM.TS,68,Nêm Cân Bằng,Kg,24
00.NEM.TS,69,Nêm Cân Bằng,Kg,54
00.NEM.TS,70,Nêm Cân Bằng,Kg,46
00.NEM.TS,71,Nêm Cân Bằng,Kg,30
00.NEM.TS,72,Nêm Cân Bằng,Kg,27
00.NEM.TS,73,Nêm Cân Bằng,Kg,58
00.NEM.TS,74,Nêm Cân Bằng,Kg,42
00.NEM.TS,75,Nêm Cân Bằng,Kg,38
00.NEM.TS,76,Nêm Cân Bằng,Kg,28
00.NEM.TS,79,Nêm Cân Bằng,Kg,48
00.NEM.TS,81,Nêm Cân Bằng,Kg,50
00.NEM.TS,95,Nêm Cân Bằng,Kg,31
00.NEM.TS,99,Nêm Cân Bằng,Kg,58
00.NEM.TS,100,Nêm Cân Bằng,Kg,38
00.NEM.TS,101,Nêm Cân Bằng,Kg,30
00.NEM.TS,102,Nêm Cân Bằng,Kg,36
00.NEM.TS,103,Nêm Cân Bằng,Kg,21
00.NEM.TS,104,Nêm Cân Bằng,Kg,30
00.NEM.TS,105,Nêm Cân Bằng,Kg,59
00.NEM.TS,106,Nêm Cân Bằng,Kg,70
00.NEM.TS,107,Nêm Cân Bằng,Kg,21
00.NEM.TS,108,Nêm Cân Bằng,Kg,70
00.NEM.TS,110,Nêm Cân Bằng,Kg,45
00.NEM.TS,112,Nêm Cân Bằng,Kg,32
00.NEM.TS,113,Nêm Cân Bằng,Kg,84
00.NEM.TS,114,Nêm Cân Bằng,Kg,42
00.NEM.TS,115,Nêm Cân Bằng,Kg,31
00.NEM.TS,116,Nêm Cân Bằng,Kg,91
00.NEM.TS,118,Nêm Cân Bằng,Kg,28
00.NEM.TS,123,Nêm Cân Bằng,Kg,52
02.L1.6060.7250.5,0,Gạch 60x60 MS 7250 loại 1,Viên,1680
02.L1.6060.7341.5,0,Gạch 60x60 MS 7341 Loại 1,Viên,5936
03.L1.14560.9532.5,1,Gạch 14.5x60 MS 9532 Loại 1,Viên,1064
03.L1.14560.9535.4,20,Gạch 14.5x60 MS 9535 Loại 1,Viên,1666
03.L1.14560.9535.4,50,Gạch 14.5x60 MS 9535 Loại 1,Viên,504
03.L1.14560.9551.4,1,Gạch 14.5x60 MS 9551 Loại 1,Viên,1092
03.L1.14560.9551.4,50,Gạch 14.5x60 MS 9551 Loại 1,Viên,448
03.L1.3030.6372.3,8,Gạch 30x30 MS 6372 Loại 1,Viên,1540
